hit_index,sensor_hit_index,track_index,x_intersect,y_intersect,z_intersect,x_hit,y_hit,z_hit,pT,phi0,cellID,distance,matched_sensor_id,sensor_x_mm,sensor_y_mm,sensor_z_mm,candidate_sensor_ids,hit_row,hit_col,expected_row,expected_col
210,0,988,128.41372496591794,-19.83236590040906,127.25413513183594,128.57043,-18.522263,127.254135,7.2201008796691895,0.15188080072402954,335765507,1.319442544396385,884.0,126.25316462800001,-28.8164609473,135.45,[884],1013.0,694.0,961.3638018756376,688.422413516717
211,0,167,-109.23429274238515,-65.8361204469984,129.89566040039062,-108.998375,-66.29508,129.89566,6.942851543426514,2.597808361053467,335675395,0.5160455423845798,532.0,-114.423046224,-55.1032348679,135.45,"[532, 564]",154.0,818.0,172.68457683606414,809.550139264594
212,0,272,11.303464528486074,129.51035860822776,129.7960205078125,11.337055,129.4685,129.79602,7.082329273223877,-1.4851151704788208,335601667,0.0536655030951221,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,1055.0,602.4143443291103,1054.1385811394427
213,0,231,127.01017626926614,-8.839668264707143,124.66487884521484,126.9685,-9.076736,124.66488,7.221523761749268,0.06816378980875015,335544323,0.2407039333483171,20.0,127.0,0.0,135.45,[20],238.0,600.0,248.4132694117143,602.4070507706455
214,0,21,57.80111897450843,115.86995633101833,128.2955780029297,56.979427,116.259346,128.29558,7.136721611022949,-1.1094341278076172,335585283,0.9092862403352368,180.0,56.1879442157,116.675468393,135.45,[180],585.0,633.0,569.779517520733,666.526990352337
215,0,932,-16.441130278508354,-126.53146175886286,127.96939086914062,-15.711445,-126.6477,127.96939,7.05039119720459,1.6986521482467651,335708163,0.7388853451411518,660.0,-28.2601586125,-123.815844847,135.45,[660],488.0,1103.0,493.3753235254858,1074.761133359666
216,0,629,99.77142463359269,82.45037360298738,127.3540267944336,99.76362,82.55173,127.35403,7.186393737792969,-0.691978931427002,335568899,0.10165385910372418,116.0,101.24717697999999,80.7419293407,135.45,[116],674.0,542.0,670.3377704914953,542.9699061437077
217,0,703,35.281619576235244,-122.15817560273899,126.42874145507812,34.93398,-122.26028,126.42874,7.111473560333252,1.2882875204086304,335724547,0.36232388778052177,724.0,28.2601586125,-123.815844847,135.45,[724],664.0,868.0,668.3067697704405,882.8584385494097
218,0,204,124.12405802679677,38.28262910875492,127.30328369140625,123.977455,38.64543,127.30328,7.214947700500488,-0.30051591992378235,335552515,0.39130294558042206,52.0,126.25316462800001,28.8164609473,135.45,[52],995.0,510.0,980.6467264581967,516.8357359518706
219,0,807,-3.1772851041750982,129.538449273487,129.67782592773438,-4.3863077,129.4685,129.67783,7.06559419631958,-1.5966945886611938,335601667,1.2110440776352154,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,426.0,603.53797093948,474.9085958329958
220,0,311,-72.96963725738897,104.1604335874581,128.76177978515628,-73.96948,103.41012,128.76178,6.984034538269043,-2.1832573413848877,335626243,1.2500654699345404,340.0,-79.1832048361,99.29259827339999,135.45,[340],766.0,810.0,796.7134125623244,850.5427031484413
221,0,548,-61.13033205347165,-114.38783586160207,131.02403259277344,-61.052483,-114.29787,131.02403,6.9994916915893555,2.060204029083252,335699971,0.11897463950449433,628.0,-56.1879442157,-116.675468393,135.45,[628],697.0,407.0,693.5053012559172,404.304486489134
222,0,569,53.03723457011074,118.23426652046328,128.49464416503906,52.997204,118.177086,128.49464,7.131076812744141,-1.1504888534545898,335585283,0.06980033273370609,180.0,56.1879442157,116.675468393,135.45,[180],662.0,474.0,664.351925098531,475.9716141764295
223,0,410,-117.44004736101851,-48.90031882942276,129.74562072753906,-117.45105,-48.742924,129.74562,6.933099269866943,2.7456650733947754,335675395,0.1577791780308937,532.0,-114.423046224,-55.1032348679,135.45,[532],856.0,480.0,850.1166415390895,481.31995451925945
224,0,905,11.925731947965687,129.46021902921984,129.78848266601562,11.645403,129.4685,129.78848,7.083048343658447,-1.4803133010864258,335601667,0.2804514967330017,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,1067.0,600.4087611687936,1079.0292779186273
225,0,226,112.94498147913328,-58.10543870286347,124.65653991699219,113.4037,-57.147327,124.65654,7.2048516273498535,0.47382473945617676,335757315,1.062262463277423,852.0,114.423046224,-55.1032348679,135.45,[852],520.0,561.0,481.9118466014612,542.8774102053308
226,0,928,113.19252239411435,57.60163454357826,124.6454391479492,113.298,57.366833,124.64544,7.204976558685303,-0.4720499813556671,335560707,0.25740373272319833,84.0,114.423046224,55.1032348679,135.45,[84],692.0,556.0,701.9359870271302,552.7790468045737
227,0,998,-62.40530824108282,-113.5286135373608,130.90338134765625,-62.465603,-113.61735,130.90338,6.9979567527771,2.0720114707946777,335699971,0.10728092811219679,628.0,-56.1879442157,-116.675468393,135.45,[628],724.0,350.0,727.8741942255681,353.30543898468704
228,0,198,51.52650132468989,118.86389465656612,128.49305725097656,51.631157,118.83494,128.49306,7.129319667816162,-1.1631181240081787,335585283,0.10858765594386649,180.0,56.1879442157,116.675468393,135.45,[180],688.0,419.0,689.5370505426445,415.54228435959544
229,0,58,55.42630688531062,117.046939522912,128.36602783203125,55.25312,117.09069,128.36603,7.133920192718506,-1.1299021244049072,335585283,0.17862729022740018,180.0,56.1879442157,116.675468393,135.45,[180],618.0,564.0,616.8588451964797,571.5345067844248
230,0,367,-125.16727505094786,-33.34276304638479,132.2301483154297,-125.126465,-33.611282,132.23015,6.926795482635498,2.879850149154663,335667203,0.2716028142182957,500.0,-126.25316462800001,-28.8164609473,135.45,[500],410.0,647.0,420.9479160366084,645.4355830820862
231,0,213,126.95676774905087,8.192779570032144,124.56986999511719,126.9685,7.997896,124.56987,7.221548557281494,-0.06576395034790039,335544323,0.1952360987574007,20.0,127.0,0.0,135.45,[20],921.0,600.0,929.7111828012858,600.2707099620346
232,0,19,-59.57685195031081,-114.938842520849,130.75485229492188,-59.446274,-115.07138,130.75485,7.001139163970947,2.0476174354553223,335699971,0.18605643991210394,628.0,-56.1879442157,-116.675468393,135.45,[628],666.0,471.0,671.4650348860403,466.44369061556745
232,1,543,-59.55625951450202,-117.2702496252241,132.81964111328125,-58.490543,-115.53163,132.81964,7.002233505249023,2.039299249649048,335699971,2.03925084305858,628.0,-56.1879442157,-116.675468393,135.45,[628],647.0,509.0,578.2087507110361,467.2673880479192
233,0,280,-64.10195288011164,-112.7635678617662,131.09974670410156,-63.681873,-113.031624,131.09975,6.996111869812012,2.0863137245178223,335699971,0.4983180141037814,628.0,-56.1879442157,-116.675468393,135.45,[628],747.0,302.0,758.4760212493518,285.4396534235343
234,0,323,109.55611239977952,-64.99116436666372,125.0955047607422,109.89433,-64.4346,125.095505,7.200363636016846,0.5340943932533264,335757315,0.651272652106237,852.0,114.423046224,-55.1032348679,135.45,[852],228.0,420.0,206.48282004945088,407.3226470311806
235,0,448,-1.6476754103496205,-129.49633534239103,129.56719970703125,-1.8447965,-129.4685,129.5672,7.067774772644043,1.582145094871521,335716355,0.19907591323475377,692.0,-2.37887640734e-14,-129.5,135.45,[692],603.0,528.0,602.1465863043591,536.0929835860161
236,0,575,33.68393299639865,-122.55857202663356,126.41453552246094,33.39106,-122.61244,126.414536,7.109588623046875,1.3012385368347168,335724547,0.2977862333468999,724.0,28.2601586125,-123.815844847,135.45,[724],650.0,807.0,652.290912814658,818.9509753559461
237,0,186,-57.65349461950973,115.93622331878578,130.73919677734375,-58.001373,115.767204,130.7392,7.002979278564453,-2.0336573123931885,335618051,0.3867647915501414,308.0,-56.1879442157,116.675468393,135.45,[308],565.0,529.0,572.4301970314309,543.3779838476107
238,0,878,-22.827390788639605,-125.0348201475972,127.61144256591798,-22.659992,-125.06174,127.61144,7.0428147315979,1.750022292137146,335708163,0.1695488178933662,660.0,-28.2601586125,-123.815844847,135.45,[660],552.0,826.0,553.2409879761121,819.310712954416
239,0,506,-126.93920572515981,-13.308229318179656,130.37124633789062,-126.9685,-13.416948,130.37125,6.922657012939453,3.035752058029175,335659011,0.112596056171115,468.0,-127.0,1.55530143492e-14,135.45,[468],65.0,603.0,69.67082727281316,604.4317709936081
240,0,416,83.7217154068203,95.59929429637123,125.33782958984375,83.21393,96.03792,125.33783,7.169183731079102,-0.8528673648834229,335577091,0.6709982544374934,148.0,79.1832048361,99.29259827339999,135.45,[148],471.0,763.0,454.2678409188494,783.5404228288115
241,0,509,97.3568152340049,85.51262352216872,127.55304718017578,97.796616,85.01827,127.55305,7.183389663696289,-0.7220728397369385,335568899,0.6616701553877476,116.0,101.24717697999999,80.7419293407,135.45,[116],773.0,463.0,792.827767258749,446.38553016019614
242,0,387,70.30464156957169,106.3947612983684,126.06904602050781,69.83781,106.70501,126.069046,7.152724742889404,-0.9882100820541382,335577091,0.5605253927990285,148.0,79.1832048361,99.29259827339999,135.45,"[148, 180]",898.0,228.0,886.0865209987361,246.8574693388672
243,0,58,55.41078604575887,117.01427827604857,128.33018493652344,55.240402,117.09682,128.33018,7.133920192718506,-1.1299021244049072,335585283,0.18932324527093675,180.0,56.1879442157,116.675468393,135.45,[180],618.0,564.0,615.5523953219426,570.9136732023546
244,0,109,-124.49542543352436,-36.460763767121534,132.40818786621094,-124.61853,-35.836697,132.40819,6.927762508392334,2.8552870750427246,335667203,0.6360932319955145,500.0,-126.25316462800001,-28.8164609473,135.45,[500],321.0,667.0,296.22788720713856,672.3095677790263
245,0,682,95.71434438388314,87.61264842536184,127.76685333251953,96.028824,87.235016,127.76685,7.181282997131348,-0.7425894737243652,335568899,0.49143024298905097,116.0,101.24717697999999,80.7419293407,135.45,[116],861.0,393.0,876.8287633864736,380.686696155326
245,1,69,91.24036704550963,99.83674414140114,133.35279846191406,87.19699,92.86153,133.3528,7.171595096588135,-0.8317713141441345,335577091,8.062415978394963,148.0,79.1832048361,99.29259827339999,135.45,"[116, 148]",344.0,922.0,623.765834720046,1084.2864883763848
245,2,682,101.02989082941349,92.46430780697847,134.85317993164062,95.93296,87.355225,134.85318,7.181282997131348,-0.7425894737243652,335568899,7.216746482896728,116.0,101.24717697999999,80.7419293407,135.45,[116],866.0,389.0,1070.8951386511387,593.3085539765398
246,0,681,90.17903429555008,-90.5029254335459,125.88140869140625,90.02441,-90.606735,125.88141,7.176688194274902,0.7858555912971497,335740931,0.18624244838006349,788.0,79.1832048361,-99.29259827339999,135.45,"[788, 820]",949.0,1035.0,953.5869135941635,1041.833178378003
246,1,681,92.02152772621048,-92.35708217618958,128.45687866210938,91.853806,-92.47033,128.45688,7.176688194274902,0.7858555912971497,335749123,0.2023749951393967,788.0,79.1832048361,-99.29259827339999,135.45,"[788, 820]",874.0,1108.0,879.4206438884163,1115.5329156044188
247,0,554,126.92665032934724,-2.317447753062879,124.29715728759766,126.9685,-2.367242,124.29716,7.221860408782959,0.01693776622414589,335544323,0.06504401248882795,20.0,127.0,0.0,135.45,[20],507.0,600.0,509.30208987748483,599.0660131738895
248,0,415,16.629797644003702,-126.45571506493434,127.21697235107422,16.156391,-126.54614,127.21697,7.0892744064331055,1.438690423965454,335724547,0.4819656103687009,724.0,28.2601586125,-123.815844847,135.45,[724],492.0,117.0,496.4051912826267,136.7855612601481
249,0,733,116.81631671868672,-49.88394801600225,124.5818862915039,117.02541,-49.62676,124.58189,7.209537506103516,0.4022665321826935,335757315,0.3314632374877671,852.0,114.423046224,-55.1032348679,135.45,[852],821.0,706.0,810.7714740759099,697.7308197874686
250,0,184,104.52610923759494,76.54372807695472,127.37834167480469,104.01744,77.217606,127.37834,7.191934108734131,-0.6334229707717896,335568899,0.8443071048330787,116.0,101.24717697999999,80.7419293407,135.45,[116],461.0,712.0,434.07194945018887,733.1572903037977
251,0,398,-118.54069712799537,46.48622490277194,129.8877716064453,-118.58458,46.389122,129.88777,6.931812286376953,-2.7692458629608154,335642627,0.1065581140477811,404.0,-114.423046224,55.1032348679,135.45,[404],253.0,435.0,257.3196013948774,437.29396384018514
252,0,77,60.030946109567594,114.83926614469237,128.34481811523438,59.49626,115.0473,128.34482,7.139290809631348,-1.090484857559204,335585283,0.5737303790182823,180.0,56.1879442157,116.675468393,135.45,[180],536.0,734.0,528.5519100676947,755.7200757547037
253,0,812,-107.56263363719336,-72.73267802391638,132.16482543945312,-107.655754,-72.655304,132.16483,6.946962833404541,2.5456247329711914,335683587,0.12107090955081973,564.0,-101.24717697999999,-80.7419293407,135.45,[564],925.0,345.0,922.3700526713446,349.38173371226526
254,0,470,-82.58476234731643,96.50293796394544,128.8059844970703,-82.28916,96.77539,128.80598,6.972804069519043,-2.2799994945526123,335626243,0.40200771855154105,340.0,-79.1832048361,99.29259827339999,135.45,[340],501.0,477.0,490.413587621818,465.9376995513429
255,0,572,-81.3486970565209,97.58129898304833,128.8058319091797,-81.140915,97.691086,128.80583,6.974251747131348,-2.267087936401367,335626243,0.23500333204332277,340.0,-79.1832048361,99.29259827339999,135.45,[340],537.0,523.0,533.5480283859334,515.3803111831638
256,0,927,89.33056560035766,91.13497735055716,125.75749206542969,89.0621,91.374146,125.75749,7.175501823425293,-0.7967303395271301,335577091,0.3595461437270325,148.0,79.1832048361,99.29259827339999,135.45,"[116, 148]",285.0,997.0,275.6951630862869,1007.8944305703061
257,0,410,-117.38775441522012,-48.87862916570157,129.68788146972656,-117.20896,-49.24562,129.68788,6.933099269866943,2.7456650733947754,335675395,0.40822753178478455,532.0,-114.423046224,-55.1032348679,135.45,[532],836.0,490.0,850.9842280879371,483.4116723511954
258,0,876,47.04200472977391,120.97428811975624,128.835205078125,47.89549,120.63394,128.8352,7.123956203460693,-1.2012970447540283,335585283,0.9188420284453801,180.0,56.1879442157,116.675468393,135.45,[180],760.0,270.0,773.9527890702493,236.16242056295619
259,0,266,-123.81667337012186,-39.42014825576189,132.60931396484375,-123.62254,-40.200405,132.60931,6.9287590980529785,2.8319578170776367,335667203,0.8040443060354954,500.0,-126.25316462800001,-28.8164609473,135.45,"[500, 532]",146.0,707.0,177.85250766152444,699.4596503151263
260,0,373,-127.93393078239478,21.35761663725134,132.46336364746094,-127.9119,21.4075,132.46336,6.923794269561768,-2.9775805473327637,335650819,0.05452969624069917,436.0,-126.25316462800001,28.8164609473,135.45,[436],305.0,535.0,303.64622759805354,534.7693538242095
261,0,559,66.88282634556526,-108.9545381273856,126.45559692382812,67.579155,-108.506226,126.4556,7.148775100708008,1.0189067125320435,335740931,0.8281652525951572,756.0,56.1879442157,-116.675468393,135.45,"[756, 788]",928.0,1057.0,910.8372106245758,1029.7952851946104
261,1,559,68.13532199787733,-111.00116595744475,128.8289794921875,68.83575,-110.549644,128.82898,7.148775100708008,1.0189067125320435,335732739,0.8333465713739298,756.0,56.1879442157,-116.675468393,135.45,"[756, 788]",847.0,1107.0,828.9720974222098,1079.895111287093
262,0,662,22.90406501837424,125.06729002048996,126.69389343261719,23.195387,124.93954,126.69389,7.096373081207275,-1.391013264656067,335593475,0.31810258219291737,212.0,28.2601586125,123.815844847,135.45,[212],646.0,399.0,652.0578069395987,387.7562562349696
263,0,880,-70.67922375353373,-106.01284605335968,128.94371032714844,-70.44159,-106.22351,128.94371,6.987172603607178,2.1574573516845703,335691779,0.31756844657904687,596.0,-79.1832048361,-99.29259827339999,135.45,"[596, 628]",324.0,951.0,333.1900888016122,942.1592433026507
264,0,571,2.2759916179202264,129.53523896100535,129.5399169921875,0.9896978,129.4685,129.53992,7.071905612945557,-1.5546016693115234,335601667,1.2880237019901197,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,641.0,603.4095584402138,693.0396647168087
265,0,778,-39.857765433996974,-121.01525533115273,128.2825164794922,-38.796844,-121.3786,128.28252,7.0229811668396,1.8876073360443115,335708163,1.1214157991107545,660.0,-28.2601586125,-123.815844847,135.45,[660],699.0,180.0,714.023580633891,138.0957271401212
266,0,663,-123.56855897489004,40.64264633025596,132.7467803955078,-123.59613,40.316124,132.74678,6.929059982299805,-2.8252384662628174,335650819,0.3276843581823098,436.0,-126.25316462800001,28.8164609473,135.45,"[404, 436]",1061.0,708.0,1075.047415318238,709.3842261243992
267,0,19,-59.6227844815221,-115.02715778101629,130.8553924560547,-59.594467,-115.00001,130.8554,7.001139163970947,2.0476174354553223,335699971,0.03923010650634854,628.0,-56.1879442157,-116.675468393,135.45,[628],669.0,465.0,667.9324244793486,464.60638936711575
268,0,622,-99.76469280860329,82.58608943506988,131.66976928710938,-100.21258,81.988754,131.66977,6.955211639404297,-2.4515202045440674,335634435,0.746599142623019,372.0,-101.24717697999999,80.7419293407,135.45,[372],651.0,643.0,675.7664037747952,661.2993668558681
269,0,662,22.896862476103706,125.02825665435375,126.65434265136719,23.47533,124.87564,126.65434,7.096373081207275,-1.391013264656067,335593475,0.5982613661655795,212.0,28.2601586125,123.815844847,135.45,[212],644.0,410.0,650.4964722941503,387.46815454414826
270,0,622,-99.7592074901695,82.58153571582079,131.6625213623047,-99.97658,82.28469,131.66252,6.955211639404297,-2.4515202045440674,335634435,0.3679221438395637,372.0,-101.24717697999999,80.7419293407,135.45,[372],663.0,652.0,675.5842550048317,661.5187795932195
271,0,703,35.267931655806024,-122.11054348114521,126.37946319580078,34.759327,-122.30014,126.37946,7.111473560333252,1.2882875204086304,335724547,0.5427943870344781,724.0,28.2601586125,-123.815844847,135.45,[724],662.0,861.0,670.2120546341916,882.3109217322409
272,0,212,10.433083867093956,-129.44719527849156,129.671142578125,10.38464,-129.4685,129.67114,7.081747531890869,1.4889975786209106,335716355,0.05292423176987091,692.0,-2.37887640734e-14,-129.5,135.45,[692],603.0,1017.0,604.1121888603379,1019.3233546837592
273,0,642,4.696385963507055,129.3636102023297,129.3821258544922,4.3628664,129.4685,129.38213,7.0747151374816895,-1.5358808040618896,335601667,0.34962608168351483,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,776.0,596.5444080931883,789.8554385402819
274,0,767,101.54023820869406,80.38553165185294,127.39341735839844,101.534615,80.33097,127.39342,7.188426971435547,-0.6709871888160706,335568899,0.05484993944252902,116.0,101.24717697999999,80.7419293407,135.45,[116],585.0,613.0,587.7440924461177,613.7224491477627
275,0,278,-86.758746960797,-93.14611891976529,129.16581726074216,-86.68592,-93.26909,129.16582,6.9684953689575195,2.3193352222442627,335691779,0.14291689884545075,596.0,-79.1832048361,-99.29259827339999,135.45,"[564, 596]",842.0,301.0,847.859174145388,298.9783150121201
276,0,100,38.20393236523523,121.52820083493498,126.61442565917969,38.359245,121.478485,126.614426,7.11447811126709,-1.2675583362579346,335593475,0.16307593739851928,212.0,28.2601586125,123.815844847,135.45,[212],508.0,1005.0,510.49423951739925,999.7509501094092
277,0,58,55.38647077445785,116.96311035599865,128.27403259277344,56.293633,116.58961,128.27403,7.133920192718506,-1.1299021244049072,335585283,0.9810438258085039,180.0,56.1879442157,116.675468393,135.45,[180],598.0,606.0,613.5056785199458,569.9410623503138
277,1,58,55.45335113208421,117.10384987505313,128.42848205566406,56.18464,116.6322,128.42848,7.133920192718506,-1.1299021244049072,335585283,0.8701916399377472,180.0,56.1879442157,116.675468393,135.45,[180],600.0,601.0,619.1352592821249,572.6162766553682
278,0,275,-85.99649538926315,93.85773348872317,129.16046142578125,-86.09573,93.739746,129.16046,6.969083309173584,-2.3138833045959473,335626243,0.15417281308182335,340.0,-79.1832048361,99.29259827339999,135.45,[340],379.0,325.0,384.60540861292714,329.4683778734742
278,1,447,-122.78337729273335,90.76096129736834,155.34127807617188,-103.81703,77.46891,155.34128,6.950247764587402,-2.5066897869110107,352411651,23.160329897822486,373.0,-101.24717697999999,80.7419293407,165.55,[373],471.0,499.0,1002.7612782667336,-259.4480125093344
278,2,641,-123.144723360645,125.49619281508058,178.49122619628906,-88.82059,91.56675,178.49123,6.965389251708984,-2.348630666732788,352403459,48.263375812079786,341.0,-79.1832048361,99.29259827339999,165.55,"[341, 373]",292.0,216.0,1650.1437816672233,-1156.4607409818
278,3,447,-161.55663977614677,119.55224333504884,204.4747314453125,-102.52991,79.08292,204.47473,6.950247764587402,-2.5066897869110107,369188867,71.56760153453797,374.0,-101.24717697999999,80.7419293407,195.65,[374],535.0,550.0,2154.4125597739535,-1810.3785118458711
278,4,78,-161.35454860153186,154.8911972630085,227.16192626953125,-92.695656,91.41467,227.16193,6.962260723114014,-2.3790388107299805,385966083,93.50568276294563,375.0,-101.24717697999999,80.7419293407,225.75,"[343, 375]",1028.0,944.0,3567.97071689234,-1802.2948648612748
278,5,178,-193.9427147326969,156.88984087322024,253.65386962890625,-99.32198,83.10553,253.65387,6.954047679901123,-2.464108943939209,402743299,119.9883634879678,376.0,-101.24717697999999,80.7419293407,255.85000000000002,[376],696.0,679.0,3647.9164613008093,-3105.8215101078767
278,6,179,-193.63584235486633,176.60907750113984,266.27459716796875,-93.89541,89.91023,266.2746,6.9596710205078125,-2.4049742221832275,402743299,132.15462094252354,376.0,-101.24717697999999,80.7419293407,255.85000000000002,"[344, 376]",968.0,896.0,4436.685926417593,-3093.5466149946533
278,7,622,-208.813577151137,173.3969025230981,275.9430236816406,-98.44021,84.211235,275.94302,6.955211639404297,-2.4515202045440674,419520515,141.9026560886086,377.0,-101.24717697999999,80.7419293407,285.95,[377],740.0,714.0,4308.198927295924,-3700.65600684548
278,8,179,-208.25800953036014,190.02709539228817,286.43792724609375,-94.36736,89.31932,286.43793,6.9596710205078125,-2.4049742221832275,419520515,152.03004722854595,377.0,-101.24717697999999,80.7419293407,285.95,[377],945.0,877.0,4973.406642063526,-3678.433302014406
278,9,419,-212.57524784399357,186.78831123861164,287.5860290527344,-96.5992,86.51979,287.58603,6.957845211029053,-2.4237253665924072,419520515,153.3108623046266,377.0,-101.24717697999999,80.7419293407,285.95,[377],833.0,787.0,4843.855275916465,-3851.122834559743
278,10,419,-213.11063201988145,187.26165851856786,288.3122863769531,-96.29639,86.8995,288.3123,6.957845211029053,-2.4237253665924072,419520515,154.0069192343967,377.0,-101.24717697999999,80.7419293407,285.95,[377],848.0,800.0,4862.789167114714,-3872.538201595258
278,11,179,-208.23499787943365,190.00596971949562,286.40618896484375,-94.336365,89.32338,286.4062,6.9596710205078125,-2.4049742221832275,419520515,152.01934942502237,377.0,-101.24717697999999,80.7419293407,285.95,[377],945.0,878.0,4972.561615151824,-3677.512835977346
278,12,179,-208.25557560641028,190.024860945392,286.4345703125,-94.372574,89.32259,286.43457,6.9596710205078125,-2.4049742221832275,419520515,152.02067201225336,377.0,-101.24717697999999,80.7419293407,285.95,[377],945.0,876.0,4973.317264187679,-3678.335945056411
279,0,112,-67.69221511862997,111.19172622463884,131.64927673339844,-67.51467,111.185844,131.64928,6.991947650909424,-2.119049072265625,335618051,0.17764119461229688,308.0,-56.1879442157,116.675468393,135.45,"[308, 340]",382.0,148.0,382.65031326555345,141.8291638828009
280,0,743,-63.24795535996236,113.2388550054493,131.08306884765625,-63.324467,113.203735,131.08307,6.996723175048828,-2.081559658050537,335618051,0.08418655508993601,308.0,-56.1879442157,116.675468393,135.45,[308],463.0,316.0,464.5354644979716,319.59955422950543
280,1,788,-62.93903329651948,112.8308718016633,130.5695343017578,-63.220448,113.25383,130.56953,6.996794700622559,-2.0810065269470215,335618051,0.5080232051385741,308.0,-56.1879442157,116.675468393,135.45,[308],465.0,320.0,448.21613634653204,331.95643676722057
281,0,284,-102.03523450991634,79.62193207260134,131.6309051513672,-102.17747,79.52486,131.6309,6.952573299407959,-2.4803526401519775,335634435,0.17220288449466584,372.0,-101.24717697999999,80.7419293407,135.45,[372],553.0,564.0,557.2001092760536,570.4776988033461
282,0,711,-39.82011642619182,121.12520365444652,128.38143920898438,-39.593422,121.19679,128.38144,7.022674560546875,-1.8897794485092163,335609859,0.23772961396591827,276.0,-28.2601586125,123.815844847,135.45,[276],497.0,148.0,494.37435229786104,139.6016874523275
283,0,767,101.58069025418081,80.41746713643079,127.4441146850586,101.10797,80.86597,127.444115,7.188426971435547,-0.6709871888160706,335568899,0.6516250898553795,116.0,101.24717697999999,80.7419293407,135.45,[116],606.0,596.0,589.0215118292315,615.3405309672326
284,0,281,-102.71590059348819,-78.75489013521292,131.64866638183594,-102.62048,-78.96934,131.64867,6.952060699462891,2.486076593399048,335683587,0.2347170587513226,564.0,-101.24717697999999,-80.7419293407,135.45,[564],672.0,547.0,681.481568219483,543.2510554604721
285,0,428,127.22196637244633,-24.459067200928985,126.8946533203125,127.27462,-24.199617,126.89465,7.219138145446777,0.1885916143655777,335765507,0.2647387711404088,884.0,126.25316462800001,-28.8164609473,135.45,[884],786.0,642.0,776.2957498548406,640.7520697778529
286,0,0,-124.24989527507569,-37.45088343860698,132.44955444335938,-124.305435,-37.208447,132.44955,6.928089618682861,2.8474326133728027,335667203,0.2487174079386853,500.0,-126.25316462800001,-28.8164609473,135.45,[500],266.0,679.0,256.62310034772077,682.1307741169733
287,0,415,16.62350201956724,-126.40733741588792,127.1683120727539,16.867723,-126.38378,127.16831,7.0892744064331055,1.438690423965454,335724547,0.2453548424576511,724.0,28.2601586125,-123.815844847,135.45,[724],499.0,146.0,498.3402972444833,136.53373628268966
288,0,766,-2.57601639720815,-129.4356554152613,129.54136657714844,-2.5541315,-129.4685,129.54137,7.066699028015137,1.5893216133117676,335716355,0.03947277618379579,692.0,-2.37887640734e-14,-129.5,135.45,[692],603.0,499.0,604.5737833895487,498.9593441116749
289,0,252,58.67940169261419,-115.45474502981597,128.29454040527344,58.02255,-115.757,128.29454,7.138110160827637,1.0992130041122437,335732739,0.7230603298707337,756.0,56.1879442157,-116.675468393,135.45,[756],638.0,675.0,650.8289345273613,701.6582990765676
290,0,67,126.98021447931546,-4.130471221971675,124.39556884765625,126.9685,-4.842683,124.39557,7.221807479858398,0.03119758330285549,335544323,0.7123079791289868,20.0,127.0,0.0,135.45,[20],408.0,600.0,436.781151121133,601.2085791726184
291,0,879,-81.47119106204627,-97.42981507891818,128.7649688720703,-81.39901,-97.48527,128.76497,6.974390506744385,2.2658605575561523,335691779,0.09102271585512399,596.0,-79.1832048361,-99.29259827339999,135.45,[596],674.0,513.0,676.5113277792722,510.4805509621491
291,1,879,-81.50112997981341,-97.46551920841011,128.8122100830078,-81.4326,-97.51932,128.81221,6.974390506744385,2.2658605575561523,335691779,0.08712269294295522,596.0,-79.1832048361,-99.29259827339999,135.45,[596],672.0,512.0,675.0831625995949,509.2829942514635
291,2,390,-81.54003429188742,-97.35014793106893,128.74954223632812,-81.59413,-97.32966,128.74954,6.974298000335693,2.266679048538208,335691779,0.0578473948897571,596.0,-79.1832048361,-99.29259827339999,135.45,[596],680.0,505.0,679.6980136932422,507.7268217685031
291,3,255,-81.94315133010969,-97.26418691673098,128.95164489746094,-81.78067,-97.143845,128.95164,6.97397518157959,2.269540786743164,335691779,0.2021939682590447,596.0,-79.1832048361,-99.29259827339999,135.45,[596],687.0,498.0,683.1364542667603,491.6021402396126
292,0,143,-125.40406948362033,32.40203584950359,132.22747802734375,-125.51282,31.918562,132.22748,6.926415920257568,-2.890144109725952,335650819,0.4955533585532148,436.0,-126.25316462800001,28.8164609473,135.45,[436],726.0,631.0,745.4229960881436,635.9638057751874
293,0,585,-89.96097827520862,-90.50033339802758,129.5482635498047,-89.07828,-91.36125,129.54826,6.965055465698242,2.3518316745758057,335691779,1.233021107571768,596.0,-79.1832048361,-99.29259827339999,135.45,"[564, 596]",919.0,206.0,953.6905950148963,170.88906243565532
294,0,179,-96.06197625744244,87.3646331919008,131.9263153076172,-95.08151,88.422905,131.92632,6.9596710205078125,-2.4049742221832275,335634435,1.4426532598128594,372.0,-101.24717697999999,80.7419293407,135.45,[372],909.0,848.0,866.9081540480317,809.408028902302
295,0,34,16.549067892265157,126.51154821562795,127.27080535888673,16.463758,126.47598,127.270805,7.08876895904541,-1.4420740604400635,335593475,0.09242621965948261,212.0,28.2601586125,123.815844847,135.45,[212],708.0,130.0,709.8281347451183,133.5563711906063
